telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000010101,AST000007,2026-05-25 20:00:00,0.000,46.946,1.157,59.9924,WARNING
AT0000010102,AST000007,2026-05-25 21:00:00,8.976,45.645,0.955,59.9074,normal 
AT0000010103,AST000007,2026-05-25 22:00:00,96.176,34.732,1.164,59.9809,NORMAL
AT0000010104,AST000007,2026-05-25 23:00:00,18.649,39.614,1.184,59.9472,TRIP
AT0000010105,AST000007,2026-05-26 00:00:00,0.000,27.042,1.210,59.9774,TRIP
AT0000010106,AST000007,2026-05-26 01:00:00,65.997,52.768,1.496,60.0384,WARNING
AT0000010107,AST000007,2026-05-26 02:00:00,208.167,31.542,0.787,60.0671,NORMAL
AT0000010108,AST000007,2026-05-26 03:00:00,0.000,46.677,1.075,60.0009,TRIP
AT0000010109,AST000007,2026-05-26 04:00:00,0.000,39.936,0.882,59.9736,NORMAL
AT0000010110,AST000007,2026-05-26 05:00:00,0.000,38.937,1.229,60.0449,TRIP
AT0000010111,AST000007,2026-05-26 06:00:00,0.000,31.139,2.007,59.9927,WARNING
AT0000010112,AST000007,2026-05-26 07:00:00,351.487,43.535,1.500,59.9396,normal 
AT0000010113,AST000007,2026-05-26 08:00:00,368.454,46.965,1.212,60.0108,NORMAL
AT0000010114,AST000007,2026-05-26 09:00:00,553.999,36.820,1.618,59.9762,NORMAL
AT0000010115,AST000007,2026-05-26 10:00:00,416.048,54.314,0.857,60.0169,NORMAL
AT0000010116,AST000007,2026-05-26 11:00:00,280.462,59.769,1.202,60.0398,WARNING
AT0000010117,AST000007,2026-05-26 12:00:00,300.533,58.542,1.232,60.0245,WARNING
AT0000010118,AST000007,2026-05-26 13:00:00,362.616,35.774,1.383,59.9579,normal 
AT0000010119,AST000007,2026-05-26 14:00:00,351.541,47.658,1.848,59.9904,TRIP
AT0000010120,AST000007,2026-05-26 15:00:00,112.271,44.339,0.922,59.9794,NORMAL
AT0000010121,AST000007,2026-05-26 16:00:00,453.696,44.634,0.883,60.0581,NORMAL
AT0000010122,AST000007,2026-05-26 17:00:00,337.159,42.777,1.149,59.9856,WARNING
AT0000010123,AST000007,2026-05-26 18:00:00,406.002,57.126,1.141,60.0856,NORMAL
AT0000010124,AST000007,2026-05-26 19:00:00,51.513,43.577,1.116,60.0003,TRIP
AT0000010125,AST000007,2026-05-26 20:00:00,111.642,15.800,0.832,60.0434,NORMAL
AT0000010126,AST000007,2026-05-26 21:00:00,0.000,38.104,1.230,60.0074,NORMAL
AT0000010127,AST000007,2026-05-26 22:00:00,77.430,42.767,1.226,60.0487,NORMAL
AT0000010128,AST000007,2026-05-26 23:00:00,91.964,41.207,0.817,59.9820,NORMAL
AT0000010129,AST000007,2026-05-27 00:00:00,52.514,34.033,1.168,60.0043,TRIP
AT0000010130,AST000007,2026-05-27 01:00:00,44.270,39.383,1.103,59.9992,NORMAL
AT0000010131,AST000007,2026-05-27 02:00:00,0.890,47.192,1.449,60.0668,NORMAL
AT0000010132,AST000007,2026-05-27 03:00:00,12.496,38.451,1.044,60.1208,NORMAL
AT0000010133,AST000007,2026-05-27 04:00:00,0.000,35.936,1.051,59.9652,TRIP
AT0000010134,AST000007,2026-05-27 05:00:00,76.596,39.574,1.784,59.9772,NORMAL
AT0000010135,AST000007,2026-05-27 06:00:00,0.000,46.466,1.144,59.9762,TRIP
AT0000010136,AST000007,2026-05-27 07:00:00,361.223,44.987,1.087,59.9975,NORMAL
AT0000010137,AST000007,2026-05-27 08:00:00,361.993,38.810,1.290,59.9027,normal 
AT0000010138,AST000007,2026-05-27 09:00:00,353.277,39.457,1.309,59.9543,TRIP
AT0000010139,AST000007,2026-05-27 10:00:00,386.320,34.949,1.480,60.0268,TRIP
AT0000010140,AST000007,2026-05-27 11:00:00,394.356,37.267,1.173,60.0024,NORMAL
AT0000010141,AST000007,2026-05-27 12:00:00,406.282,42.851,0.953,59.9973,NORMAL
AT0000010142,AST000007,2026-05-27 13:00:00,368.491,35.122,1.511,59.9847,NORMAL
AT0000010143,AST000007,2026-05-27 14:00:00,341.331,45.469,1.040,60.0017,TRIP
AT0000010144,AST000007,2026-05-27 15:00:00,274.359,40.691,1.421,59.9922,NORMAL
AT0000010145,AST000007,2026-05-27 16:00:00,281.894,39.629,1.073,59.9833,NORMAL
AT0000010146,AST000007,2026-05-27 17:00:00,402.673,40.632,1.162,59.9861,WARNING
AT0000010147,AST000007,2026-05-27 18:00:00,281.040,47.324,1.595,59.9625,NORMAL
AT0000010148,AST000007,2026-05-27 19:00:00,65.697,31.643,1.223,60.0015,NORMAL
AT0000010149,AST000007,2026-05-27 20:00:00,0.000,48.797,0.988,60.0804,NORMAL
AT0000010150,AST000007,2026-05-27 21:00:00,6.913,38.046,1.155,60.0752,NORMAL
AT0000010151,AST000007,2026-05-27 22:00:00,0.153,40.533,1.088,60.0134,normal 
AT0000010152,AST000007,2026-05-27 23:00:00,55.543,37.821,0.889,60.0145,WARNING
AT0000010153,AST000007,2026-05-28 00:00:00,49.959,28.006,1.131,59.9953,WARNING
AT0000010154,AST000007,2026-05-28 01:00:00,114.912,49.380,1.180,60.0376,TRIP
AT0000010155,AST000007,2026-05-28 02:00:00,133.165,35.042,1.094,59.9544,WARNING
AT0000010156,AST000007,2026-05-28 03:00:00,0.000,28.259,1.166,59.9342,NORMAL
AT0000010157,AST000007,2026-05-28 04:00:00,0.000,30.579,1.755,59.9944,NORMAL
AT0000010158,AST000007,2026-05-28 05:00:00,0.000,46.172,1.436,60.0392,NORMAL
AT0000010159,AST000007,2026-05-28 06:00:00,56.985,47.215,1.089,60.0038,NORMAL
AT0000010160,AST000007,2026-05-28 07:00:00,375.583,42.502,0.712,59.9944,NORMAL
AT0000010161,AST000007,2026-05-28 08:00:00,235.563,46.921,1.105,59.9961,NORMAL
AT0000010162,AST000007,2026-05-28 09:00:00,438.117,44.124,0.672,60.0468,TRIP
AT0000010163,AST000007,2026-05-28 10:00:00,358.597,40.373,0.713,59.9596,TRIP
AT0000010164,AST000007,2026-05-28 11:00:00,317.198,55.438,1.130,59.9982,NORMAL
AT0000010165,AST000007,2026-05-28 12:00:00,321.774,43.330,1.178,59.9936,NORMAL
AT0000010166,AST000007,2026-05-28 13:00:00,480.450,43.876,1.167,60.0722,normal 
AT0000010167,AST000007,2026-05-28 14:00:00,304.932,52.257,1.482,59.9723,NORMAL
AT0000010168,AST000007,2026-05-28 15:00:00,329.666,35.140,0.890,60.0306,WARNING
AT0000010169,AST000007,2026-05-28 16:00:00,284.596,47.799,1.078,59.9226,NORMAL
AT0000010170,AST000007,2026-05-28 17:00:00,347.022,51.216,1.296,60.0491,NORMAL
AT0000010171,AST000007,2026-05-28 18:00:00,459.050,57.547,1.566,59.9876,NORMAL
AT0000010172,AST000007,2026-05-28 19:00:00,88.863,35.149,0.966,59.9788,NORMAL
AT0000010173,AST000007,2026-05-28 20:00:00,0.000,48.685,1.175,59.9530,TRIP
AT0000010174,AST000007,2026-05-28 21:00:00,0.000,47.546,1.554,59.9695,normal 
AT0000010175,AST000007,2026-05-28 22:00:00,46.141,44.902,1.396,60.0319,normal 
AT0000010176,AST000007,2026-05-28 23:00:00,17.449,37.674,1.269,60.0023,NORMAL
AT0000010177,AST000007,2026-05-29 00:00:00,0.000,45.649,0.425,59.9604,normal 
AT0000010178,AST000007,2026-05-29 01:00:00,23.175,36.796,1.351,59.9739,NORMAL
AT0000010179,AST000007,2026-05-29 02:00:00,61.121,42.246,1.339,60.0230,NORMAL
AT0000010180,AST000007,2026-05-29 03:00:00,22.770,50.718,1.382,60.0804,NORMAL
AT0000010181,AST000007,2026-05-29 04:00:00,0.000,43.329,0.602,60.1126,NORMAL
AT0000010182,AST000007,2026-05-29 05:00:00,189.218,24.823,1.013,60.0511,WARNING
AT0000010183,AST000007,2026-05-29 06:00:00,45.490,36.177,1.532,59.9663,normal 
AT0000010184,AST000007,2026-05-29 07:00:00,509.160,30.122,1.265,60.0433,NORMAL
AT0000010185,AST000007,2026-05-29 08:00:00,368.575,32.688,1.118,60.0134,NORMAL
AT0000010186,AST000007,2026-05-29 09:00:00,297.296,53.500,1.091,60.0253,normal 
AT0000010187,AST000007,2026-05-29 10:00:00,283.966,38.287,0.884,60.0223,WARNING
AT0000010188,AST000007,2026-05-29 11:00:00,389.759,45.851,1.532,60.0387,normal 
AT0000010189,AST000007,2026-05-29 12:00:00,261.704,51.734,0.781,60.0437,NORMAL
AT0000010190,AST000007,2026-05-29 13:00:00,373.998,48.462,1.158,60.0117,NORMAL
AT0000010191,AST000007,2026-05-29 14:00:00,304.634,45.507,0.868,59.9574,NORMAL
AT0000010192,AST000007,2026-05-29 15:00:00,351.286,34.902,1.044,60.0266,WARNING
AT0000010193,AST000007,2026-05-29 16:00:00,311.083,34.195,0.693,60.0524,NORMAL
AT0000010194,AST000007,2026-05-29 17:00:00,314.497,41.472,1.475,60.0144,NORMAL
AT0000010195,AST000007,2026-05-29 18:00:00,271.462,24.405,1.054,59.8191,normal 
AT0000010196,AST000007,2026-05-29 19:00:00,0.000,46.307,1.026,60.0414,NORMAL
AT0000010197,AST000007,2026-05-29 20:00:00,66.134,50.233,0.858,60.0216,TRIP
AT0000010198,AST000007,2026-05-29 21:00:00,0.000,30.874,1.083,60.0494,NORMAL
AT0000010199,AST000007,2026-05-29 22:00:00,56.306,45.339,1.043,60.0594,NORMAL
AT0000010200,AST000007,2026-05-29 23:00:00,0.000,35.472,1.803,59.9282,TRIP
AT0000010201,AST000007,2026-05-30 00:00:00,126.856,32.547,1.632,59.9414,NORMAL
AT0000010202,AST000007,2026-05-30 01:00:00,0.000,45.247,1.173,60.1101,normal 
AT0000010203,AST000007,2026-05-30 02:00:00,0.000,43.252,0.835,59.9949,normal 
AT0000010204,AST000007,2026-05-30 03:00:00,120.158,25.590,0.789,60.0705,WARNING
AT0000010205,AST000007,2026-05-30 04:00:00,29.195,54.024,0.978,59.9465,NORMAL
AT0000010206,AST000007,2026-05-30 05:00:00,32.814,49.415,1.793,60.0438,NORMAL
AT0000010207,AST000007,2026-05-30 06:00:00,0.000,34.212,1.310,60.0537,normal 
AT0000010208,AST000007,2026-05-30 07:00:00,489.303,41.385,1.585,60.0428,NORMAL
AT0000010209,AST000007,2026-05-30 08:00:00,288.811,39.788,1.252,60.0659,NORMAL
AT0000010210,AST000007,2026-05-30 09:00:00,467.664,30.966,0.747,60.0065,TRIP
AT0000010211,AST000007,2026-05-30 10:00:00,372.064,34.212,1.661,60.0480,TRIP
AT0000010212,AST000007,2026-05-30 11:00:00,453.353,33.361,1.169,60.1298,TRIP
AT0000010213,AST000007,2026-05-30 12:00:00,296.239,35.805,0.839,60.0742,NORMAL
AT0000010214,AST000007,2026-05-30 13:00:00,537.502,41.938,1.175,59.8983,NORMAL
AT0000010215,AST000007,2026-05-30 14:00:00,346.941,33.166,1.455,60.1133,NORMAL
AT0000010216,AST000007,2026-05-30 15:00:00,518.259,31.815,1.588,59.9299,NORMAL
AT0000010217,AST000007,2026-05-30 16:00:00,299.691,44.580,2.086,59.9211,WARNING
AT0000010218,AST000007,2026-05-30 17:00:00,268.170,44.584,1.314,59.9726,NORMAL
AT0000010219,AST000007,2026-05-30 18:00:00,227.653,31.458,0.902,59.9475,TRIP
AT0000010220,AST000007,2026-05-30 19:00:00,0.000,44.273,1.327,60.0221,NORMAL
AT0000010221,AST000007,2026-05-30 20:00:00,0.000,35.374,1.570,60.0713,normal 
AT0000010222,AST000007,2026-05-30 21:00:00,0.000,36.358,1.409,60.0630,NORMAL
AT0000010223,AST000007,2026-05-30 22:00:00,110.527,37.563,1.261,60.0685,NORMAL
AT0000010224,AST000007,2026-05-30 23:00:00,0.000,30.636,0.912,59.9371,NORMAL
AT0000010225,AST000007,2026-05-31 00:00:00,0.000,53.188,1.153,60.1128,NORMAL
AT0000010226,AST000007,2026-05-31 01:00:00,0.000,31.805,0.927,59.8926,NORMAL
AT0000010227,AST000007,2026-05-31 02:00:00,0.000,32.376,0.793,59.9845,normal 
AT0000010228,AST000007,2026-05-31 03:00:00,179.436,54.898,1.364,60.0392,NORMAL
AT0000010229,AST000007,2026-05-31 04:00:00,0.000,42.478,1.684,60.0458,normal 
AT0000010230,AST000007,2026-05-31 05:00:00,0.000,42.608,0.862,59.9709,NORMAL
AT0000010231,AST000007,2026-05-31 06:00:00,39.430,42.095,1.427,60.0585,WARNING
AT0000010232,AST000007,2026-05-31 07:00:00,347.501,43.793,1.548,59.9476,normal 
AT0000010233,AST000007,2026-05-31 08:00:00,346.353,36.366,1.565,60.0007,NORMAL
AT0000010234,AST000007,2026-05-31 09:00:00,389.470,35.895,1.253,59.9616,NORMAL
AT0000010235,AST000007,2026-05-31 10:00:00,321.477,60.783,1.140,59.9632,WARNING
AT0000010236,AST000007,2026-05-31 11:00:00,339.818,35.866,1.429,59.9945,WARNING
AT0000010237,AST000007,2026-05-31 12:00:00,144.494,42.612,0.853,59.9954,NORMAL
AT0000010238,AST000007,2026-05-31 13:00:00,302.368,47.089,0.812,60.0835,NORMAL
AT0000010239,AST000007,2026-05-31 14:00:00,285.559,38.775,0.826,60.0126,NORMAL
AT0000010240,AST000007,2026-05-31 15:00:00,486.887,45.391,0.962,60.0900,NORMAL
AT0000010241,AST000007,2026-05-31 16:00:00,352.767,42.989,1.335,60.0925,normal 
AT0000010242,AST000007,2026-05-31 17:00:00,367.581,54.735,0.530,59.9873,normal 
AT0000010243,AST000007,2026-05-31 18:00:00,366.308,45.824,1.392,60.0084,NORMAL
AT0000010244,AST000007,2026-05-31 19:00:00,0.000,47.059,1.519,59.9892,NORMAL
AT0000010245,AST000007,2026-05-31 20:00:00,104.364,46.198,1.181,60.0897,NORMAL
AT0000010246,AST000007,2026-05-31 21:00:00,0.000,35.170,1.370,59.9365,normal 
AT0000010247,AST000007,2026-05-31 22:00:00,90.433,47.367,1.169,60.0562,NORMAL
AT0000010248,AST000007,2026-05-31 23:00:00,0.000,41.435,1.378,59.9688,NORMAL
AT0000010249,AST000008,2026-04-01 00:00:00,41.171,40.648,1.537,60.0048,TRIP
AT0000010250,AST000008,2026-04-01 01:00:00,0.000,52.494,1.169,60.0317,TRIP
AT0000010251,AST000008,2026-04-01 02:00:00,0.000,42.520,0.798,59.9803,NORMAL
AT0000010252,AST000008,2026-04-01 03:00:00,2.800,59.254,0.899,60.0198,NORMAL
AT0000010253,AST000008,2026-04-01 04:00:00,0.000,45.439,1.292,59.9576,NORMAL
AT0000010254,AST000008,2026-04-01 05:00:00,0.000,35.516,1.268,60.0206,NORMAL
AT0000010255,AST000008,2026-04-01 06:00:00,0.000,39.067,0.417,60.0167,NORMAL
AT0000010256,AST000008,2026-04-01 07:00:00,498.364,15.750,0.890,60.0033,NORMAL
AT0000010257,AST000008,2026-04-01 08:00:00,272.876,43.320,1.570,60.0085,WARNING
AT0000010258,AST000008,2026-04-01 09:00:00,499.768,37.456,1.051,60.0418,NORMAL
AT0000010259,AST000008,2026-04-01 10:00:00,145.662,42.324,1.312,59.9922,WARNING
AT0000010260,AST000008,2026-04-01 11:00:00,311.767,39.109,1.067,60.0071,NORMAL
AT0000010261,AST000008,2026-04-01 12:00:00,415.936,52.002,1.090,60.0766,NORMAL
AT0000010262,AST000008,2026-04-01 13:00:00,386.959,48.162,1.018,59.9519,NORMAL
AT0000010263,AST000008,2026-04-01 14:00:00,383.703,41.055,0.835,60.0271,WARNING
AT0000010264,AST000008,2026-04-01 15:00:00,356.253,49.482,1.784,59.9276,WARNING
AT0000010265,AST000008,2026-04-01 16:00:00,312.247,38.781,1.478,59.9790,NORMAL
AT0000010266,AST000008,2026-04-01 17:00:00,277.356,50.603,1.380,60.0298,NORMAL
AT0000010267,AST000008,2026-04-01 18:00:00,218.004,52.293,1.041,60.0271,NORMAL
AT0000010268,AST000008,2026-04-01 19:00:00,0.000,42.569,1.147,59.9820,normal 
AT0000010269,AST000008,2026-04-01 20:00:00,0.000,38.616,1.783,59.9346,TRIP
AT0000010270,AST000008,2026-04-01 21:00:00,0.000,53.526,0.991,60.0092,WARNING
AT0000010271,AST000008,2026-04-01 22:00:00,137.865,45.045,1.221,59.9460,NORMAL
AT0000010272,AST000008,2026-04-01 23:00:00,0.000,51.693,1.312,59.9790,NORMAL
AT0000010273,AST000008,2026-04-02 00:00:00,0.000,41.400,1.457,60.0304,WARNING
AT0000010274,AST000008,2026-04-02 01:00:00,0.000,39.483,1.620,59.8967,normal 
AT0000010275,AST000008,2026-04-02 02:00:00,0.000,56.873,1.077,59.9695,TRIP
AT0000010276,AST000008,2026-04-02 03:00:00,0.000,51.844,1.546,60.0416,TRIP
AT0000010277,AST000008,2026-04-02 04:00:00,0.000,40.816,1.709,60.0412,NORMAL
AT0000010278,AST000008,2026-04-02 05:00:00,0.000,53.505,0.864,60.0048,WARNING
AT0000010279,AST000008,2026-04-02 06:00:00,144.333,43.401,1.311,59.9711,NORMAL
AT0000010280,AST000008,2026-04-02 07:00:00,290.398,37.714,1.492,59.9728,NORMAL
AT0000010281,AST000008,2026-04-02 08:00:00,234.761,30.661,1.303,60.0283,NORMAL
AT0000010282,AST000008,2026-04-02 09:00:00,348.909,45.648,1.427,59.8692,NORMAL
AT0000010283,AST000008,2026-04-02 10:00:00,455.682,55.377,1.081,59.9899,WARNING
AT0000010284,AST000008,2026-04-02 11:00:00,377.521,50.940,1.675,60.0655,NORMAL
AT0000010285,AST000008,2026-04-02 12:00:00,426.309,39.081,1.577,60.0542,normal 
AT0000010286,AST000008,2026-04-02 13:00:00,366.194,42.261,1.694,59.9563,NORMAL
AT0000010287,AST000008,2026-04-02 14:00:00,342.984,44.998,1.189,59.9089,TRIP
AT0000010288,AST000008,2026-04-02 15:00:00,368.337,39.808,1.562,59.9787,NORMAL
AT0000010289,AST000008,2026-04-02 16:00:00,304.853,55.409,1.159,59.9879,NORMAL
AT0000010290,AST000008,2026-04-02 17:00:00,377.364,44.537,0.716,59.9886,NORMAL
AT0000010291,AST000008,2026-04-02 18:00:00,320.413,34.459,1.504,60.0116,TRIP
AT0000010292,AST000008,2026-04-02 19:00:00,23.164,47.808,1.554,60.0326,NORMAL
AT0000010293,AST000008,2026-04-02 20:00:00,4.775,50.982,1.603,60.0521,normal 
AT0000010294,AST000008,2026-04-02 21:00:00,0.000,35.809,1.129,60.0831,NORMAL
AT0000010295,AST000008,2026-04-02 22:00:00,0.000,35.298,0.648,60.0231,normal 
AT0000010296,AST000008,2026-04-02 23:00:00,103.548,42.441,1.137,59.9993,TRIP
AT0000010297,AST000008,2026-04-03 00:00:00,0.000,46.816,1.382,59.9297,NORMAL
AT0000010298,AST000008,2026-04-03 01:00:00,68.430,65.580,1.453,60.0766,WARNING
AT0000010299,AST000008,2026-04-03 02:00:00,0.000,59.569,1.259,60.0282,normal 
AT0000010300,AST000008,2026-04-03 03:00:00,42.898,29.242,1.151,59.9266,WARNING
AT0000010301,AST000008,2026-04-03 04:00:00,34.002,56.279,1.483,60.0213,WARNING
AT0000010302,AST000008,2026-04-03 05:00:00,0.000,31.668,1.331,59.9314,normal 
AT0000010303,AST000008,2026-04-03 06:00:00,59.747,46.080,0.975,60.0246,WARNING
AT0000010304,AST000008,2026-04-03 07:00:00,253.827,39.204,1.026,59.9787,TRIP
AT0000010305,AST000008,2026-04-03 08:00:00,509.955,39.595,1.479,59.9679,NORMAL
AT0000010306,AST000008,2026-04-03 09:00:00,507.499,49.229,0.562,59.9997,WARNING
AT0000010307,AST000008,2026-04-03 10:00:00,201.918,55.406,1.034,59.9982,NORMAL
AT0000010308,AST000008,2026-04-03 11:00:00,509.427,38.913,0.925,60.0305,NORMAL
AT0000010309,AST000008,2026-04-03 12:00:00,454.403,45.546,1.631,60.0113,NORMAL
AT0000010310,AST000008,2026-04-03 13:00:00,351.907,31.937,1.169,60.0148,WARNING
AT0000010311,AST000008,2026-04-03 14:00:00,306.092,52.490,1.206,59.8849,TRIP
AT0000010312,AST000008,2026-04-03 15:00:00,238.177,43.940,1.321,59.9333,normal 
AT0000010313,AST000008,2026-04-03 16:00:00,278.050,48.970,1.245,60.0488,WARNING
AT0000010314,AST000008,2026-04-03 17:00:00,413.347,43.560,1.398,59.9080,NORMAL
AT0000010315,AST000008,2026-04-03 18:00:00,142.205,44.495,1.076,60.0145,NORMAL
AT0000010316,AST000008,2026-04-03 19:00:00,0.000,45.149,1.030,60.0019,NORMAL
AT0000010317,AST000008,2026-04-03 20:00:00,0.000,60.534,1.089,60.0083,NORMAL
AT0000010318,AST000008,2026-04-03 21:00:00,166.373,38.440,1.209,60.0155,NORMAL
AT0000010319,AST000008,2026-04-03 22:00:00,0.000,21.484,1.266,59.9580,NORMAL
AT0000010320,AST000008,2026-04-03 23:00:00,0.000,39.009,1.558,59.9800,normal 
AT0000010321,AST000008,2026-04-04 00:00:00,0.000,58.148,0.972,59.9258,NORMAL
AT0000010322,AST000008,2026-04-04 01:00:00,81.222,49.197,1.751,59.9734,NORMAL
AT0000010323,AST000008,2026-04-04 02:00:00,0.000,40.614,1.063,59.9246,TRIP
AT0000010324,AST000008,2026-04-04 03:00:00,0.000,54.611,0.446,59.9401,NORMAL
AT0000010325,AST000008,2026-04-04 04:00:00,86.413,52.753,0.946,60.0056,NORMAL
AT0000010326,AST000008,2026-04-04 05:00:00,152.505,47.164,1.250,59.9402,NORMAL
AT0000010327,AST000008,2026-04-04 06:00:00,0.000,45.561,1.096,60.0776,NORMAL
AT0000010328,AST000008,2026-04-04 07:00:00,283.330,70.701,0.977,60.0177,TRIP
AT0000010329,AST000008,2026-04-04 08:00:00,301.887,42.236,0.912,59.9644,TRIP
AT0000010330,AST000008,2026-04-04 09:00:00,338.818,48.011,1.096,60.0686,WARNING
AT0000010331,AST000008,2026-04-04 10:00:00,232.679,26.641,0.899,60.0758,TRIP
AT0000010332,AST000008,2026-04-04 11:00:00,278.316,22.490,1.382,60.0040,NORMAL
AT0000010333,AST000008,2026-04-04 12:00:00,317.988,61.807,1.293,60.1008,normal 
AT0000010334,AST000008,2026-04-04 13:00:00,245.501,35.780,1.030,60.0446,NORMAL
AT0000010335,AST000008,2026-04-04 14:00:00,454.989,43.525,0.619,59.9527,normal 
AT0000010336,AST000008,2026-04-04 15:00:00,257.047,40.648,1.375,59.9830,normal 
AT0000010337,AST000008,2026-04-04 16:00:00,359.051,33.460,1.176,59.9346,NORMAL
AT0000010338,AST000008,2026-04-04 17:00:00,325.124,52.387,1.689,59.9827,NORMAL
AT0000010339,AST000008,2026-04-04 18:00:00,400.284,36.900,1.011,60.0219,WARNING
AT0000010340,AST000008,2026-04-04 19:00:00,0.000,45.487,1.479,59.9927,WARNING
AT0000010341,AST000008,2026-04-04 20:00:00,24.855,50.254,1.030,59.9510,NORMAL
AT0000010342,AST000008,2026-04-04 21:00:00,0.000,45.688,0.750,59.9918,normal 
AT0000010343,AST000008,2026-04-04 22:00:00,0.000,43.360,1.123,60.0539,NORMAL
AT0000010344,AST000008,2026-04-04 23:00:00,0.000,35.216,1.029,60.0167,NORMAL
AT0000010345,AST000008,2026-04-05 00:00:00,52.184,54.222,0.868,60.0718,NORMAL
AT0000010346,AST000008,2026-04-05 01:00:00,5.920,48.128,1.512,60.0117,NORMAL
AT0000010347,AST000008,2026-04-05 02:00:00,0.000,45.427,0.635,59.9457,NORMAL
AT0000010348,AST000008,2026-04-05 03:00:00,0.000,52.808,1.000,60.0260,normal 
AT0000010349,AST000008,2026-04-05 04:00:00,68.196,38.726,1.716,60.0454,TRIP
AT0000010350,AST000008,2026-04-05 05:00:00,112.272,43.758,1.661,59.9592,NORMAL
AT0000010351,AST000008,2026-04-05 06:00:00,78.440,31.039,1.413,60.0205,NORMAL
AT0000010352,AST000008,2026-04-05 07:00:00,398.414,35.885,1.235,59.9876,WARNING
AT0000010353,AST000008,2026-04-05 08:00:00,301.556,46.279,1.119,59.9624,TRIP
AT0000010354,AST000008,2026-04-05 09:00:00,322.869,43.590,1.170,60.0443,NORMAL
AT0000010355,AST000008,2026-04-05 10:00:00,404.395,45.408,1.438,59.9622,TRIP
AT0000010356,AST000008,2026-04-05 11:00:00,379.373,52.709,1.789,60.0177,WARNING
AT0000010357,AST000008,2026-04-05 12:00:00,402.907,53.707,1.102,59.9802,normal 
AT0000010358,AST000008,2026-04-05 13:00:00,239.457,59.580,1.946,60.0099,NORMAL
AT0000010359,AST000008,2026-04-05 14:00:00,217.547,35.138,1.107,60.0817,NORMAL
AT0000010360,AST000008,2026-04-05 15:00:00,391.252,55.612,0.759,59.9469,TRIP
AT0000010361,AST000008,2026-04-05 16:00:00,400.916,35.750,0.947,60.0705,TRIP
AT0000010362,AST000008,2026-04-05 17:00:00,472.334,44.473,1.398,59.9527,NORMAL
AT0000010363,AST000008,2026-04-05 18:00:00,418.856,53.000,1.039,59.9591,TRIP
AT0000010364,AST000008,2026-04-05 19:00:00,0.000,41.553,0.720,60.0606,normal 
AT0000010365,AST000008,2026-04-05 20:00:00,25.553,37.449,1.418,59.9048,NORMAL
AT0000010366,AST000008,2026-04-05 21:00:00,24.968,49.096,0.801,60.0397,NORMAL
AT0000010367,AST000008,2026-04-05 22:00:00,0.000,42.144,1.547,59.9914,WARNING
AT0000010368,AST000008,2026-04-05 23:00:00,84.073,28.503,1.234,59.9576,TRIP
AT0000010369,AST000008,2026-04-06 00:00:00,100.334,35.952,1.571,60.0105,NORMAL
AT0000010370,AST000008,2026-04-06 01:00:00,0.000,42.945,1.181,59.9653,NORMAL
AT0000010371,AST000008,2026-04-06 02:00:00,127.234,31.715,1.188,59.9940,NORMAL
AT0000010372,AST000008,2026-04-06 03:00:00,0.000,41.115,1.117,59.9870,NORMAL
AT0000010373,AST000008,2026-04-06 04:00:00,0.000,52.887,1.736,60.0154,WARNING
AT0000010374,AST000008,2026-04-06 05:00:00,0.000,33.787,1.498,59.9738,WARNING
