payment_id,transaction_id,payment_method,payment_status,payment_amount,_loaded_at_utc,_source_file
PAY000002294,TXN000002187,Gift Card,approved ,476.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002295,TXN000002188,Credit Card,Declined,92.53,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002296,TXN000002188,Cash,Approved,480.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002297,TXN000002189,Cash,Approved,311.17,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002298,TXN000002190,Debit Card,Reversed,269.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002299,TXN000002191,Debit Card,Declined,492.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002300,TXN000002192,Credit Card,Reversed,118.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002301,TXN000002193,Credit Card,Reversed,108.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002302,TXN000002194,Debit Card,Approved,117.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002303,TXN000002195,Gift Card,Approved,342.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002304,TXN000002196,Credit Card,Approved,251.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002305,TXN000002197,Cash,approved ,139.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002306,TXN000002198,Cash,Reversed,366.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002307,TXN000002199,Cash,Approved,266.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002308,TXN000002200,Mobile Pay,Approved,293.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002309,TXN000002201,Gift Card,Reversed,429.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002310,TXN000002202,Credit Card,Approved,180.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002311,TXN000002202,Mobile Pay,Declined,461.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002312,TXN000002203,Mobile Pay,Approved,120.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002313,TXN000002204,Mobile Pay,Declined,392.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002314,TXN000002205,Gift Card,approved ,346.70,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002315,TXN000002206,Gift Card,approved ,79.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002316,TXN000002207,Mobile Pay,Declined,309.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002317,TXN000002208,Cash,Approved,325.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002318,TXN000002209,Mobile Pay,approved ,459.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002319,TXN000002210,Credit Card,Approved,288.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002320,TXN000002210,Mobile Pay,Approved,29.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002321,TXN000002211,credit card,Approved,97.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002322,TXN000002212,credit card,Reversed,480.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002323,TXN000002213,credit card,Approved,433.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002324,TXN000002214,Credit Card,approved ,150.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002325,TXN000002215,Credit Card,Approved,122.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002326,TXN000002216,Mobile Pay,Reversed,98.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002327,TXN000002217,Debit Card,Approved,371.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002328,TXN000002218,Gift Card,Declined,85.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002329,TXN000002219,Credit Card,Approved,232.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002330,TXN000002220,Gift Card,Declined,462.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002331,TXN000002221,Cash,Declined,321.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002332,TXN000002222,credit card,Reversed,443.34,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002333,TXN000002223,Credit Card,Reversed,435.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002334,TXN000002224,credit card,Approved,305.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002335,TXN000002225,credit card,Approved,269.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002336,TXN000002226,Cash,approved ,197.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002337,TXN000002227,Gift Card,Approved,36.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002338,TXN000002228,Mobile Pay,Reversed,323.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002339,TXN000002229,Credit Card,Approved,128.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002340,TXN000002230,Cash,Approved,416.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002341,TXN000002230,Debit Card,Approved,453.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002342,TXN000002231,Debit Card,Reversed,429.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002343,TXN000002232,Mobile Pay,Approved,369.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002344,TXN000002233,Credit Card,Reversed,242.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002345,TXN000002234,Mobile Pay,approved ,285.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002346,TXN000002235,Mobile Pay,Declined,59.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002347,TXN000002236,Gift Card,Approved,468.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002348,TXN000002237,Cash,approved ,374.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002349,TXN000002238,Gift Card,approved ,454.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002350,TXN000002239,Debit Card,Reversed,66.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002351,TXN000002240,Gift Card,Declined,235.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002352,TXN000002241,Gift Card,Reversed,180.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002353,TXN000002242,Gift Card,Reversed,19.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002354,TXN000002243,Cash,approved ,319.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002355,TXN000002244,Mobile Pay,Declined,64.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002356,TXN000002245,Credit Card,Approved,132.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002357,TXN000002246,credit card,Approved,134.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002358,TXN000002247,credit card,Reversed,347.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002359,TXN000002248,credit card,Approved,176.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002360,TXN000002249,Cash,Reversed,230.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002361,TXN000002250,Credit Card,Approved,122.89,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002362,TXN000002251,Credit Card,Approved,306.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002363,TXN000002252,Cash,Approved,265.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002364,TXN000002253,credit card,approved ,277.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002365,TXN000002254,Credit Card,approved ,154.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002366,TXN000002255,Cash,Reversed,388.17,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002367,TXN000002256,Credit Card,approved ,432.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002368,TXN000002257,Debit Card,Approved,130.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002369,TXN000002258,Debit Card,Approved,249.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002370,TXN000002259,Gift Card,approved ,283.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002371,TXN000002260,Mobile Pay,approved ,326.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002372,TXN000002261,Mobile Pay,approved ,443.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002373,TXN000002262,Credit Card,Approved,190.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002374,TXN000002263,Debit Card,Approved,212.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002375,TXN000002264,Gift Card,Approved,163.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002376,TXN000002265,Gift Card,Reversed,306.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002377,TXN000002266,Gift Card,approved ,246.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002378,TXN000002267,Credit Card,Reversed,469.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002379,TXN000002268,Credit Card,Approved,279.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002380,TXN000002269,Gift Card,Declined,432.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002381,TXN000002270,credit card,Approved,318.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002382,TXN000002271,Debit Card,Approved,237.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002383,TXN000002272,Credit Card,Declined,408.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002384,TXN000002273,credit card,Approved,396.95,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002385,TXN000002274,Cash,approved ,482.17,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002386,TXN000002275,Gift Card,Approved,295.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002387,TXN000002276,Gift Card,approved ,225.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002388,TXN000002277,credit card,Approved,62.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002389,TXN000002278,Mobile Pay,Declined,456.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002390,TXN000002279,Cash,Reversed,476.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002391,TXN000002280,credit card,Reversed,256.53,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002392,TXN000002281,Mobile Pay,approved ,424.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002393,TXN000002282,Gift Card,Declined,300.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002394,TXN000002283,Cash,approved ,358.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002395,TXN000002283,credit card,Approved,9.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002396,TXN000002284,Debit Card,Approved,184.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002397,TXN000002285,Debit Card,approved ,479.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002398,TXN000002286,Credit Card,Declined,417.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002399,TXN000002287,Gift Card,Declined,146.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002400,TXN000002288,Cash,Declined,49.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002401,TXN000002289,Cash,Approved,365.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002402,TXN000002290,Debit Card,approved ,12.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002403,TXN000002291,Credit Card,Approved,168.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002404,TXN000002292,Gift Card,Declined,310.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002405,TXN000002293,Debit Card,Approved,479.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002406,TXN000002294,Gift Card,Approved,456.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002407,TXN000002295,credit card,approved ,77.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002408,TXN000002296,credit card,Reversed,109.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002409,TXN000002297,Mobile Pay,Declined,230.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002410,TXN000002298,Gift Card,Declined,266.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002411,TXN000002299,Cash,Declined,353.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002412,TXN000002300,Cash,approved ,448.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002413,TXN000002301,credit card,Approved,265.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002414,TXN000002302,Credit Card,Approved,419.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002415,TXN000002303,Debit Card,approved ,482.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002416,TXN000002304,Gift Card,Approved,67.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002417,TXN000002305,Cash,Approved,341.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002418,TXN000002305,Gift Card,Approved,35.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002419,TXN000002306,credit card,Reversed,436.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002420,TXN000002307,Gift Card,Approved,27.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002421,TXN000002308,Credit Card,Approved,481.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002422,TXN000002309,credit card,Approved,14.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002423,TXN000002310,Debit Card,Declined,347.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002424,TXN000002311,Mobile Pay,Approved,174.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002425,TXN000002312,credit card,Reversed,194.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002426,TXN000002313,credit card,Approved,34.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002427,TXN000002314,Mobile Pay,Approved,20.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002428,TXN000002315,Credit Card,approved ,149.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002429,TXN000002316,Debit Card,Reversed,24.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002430,TXN000002317,Cash,Declined,471.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002431,TXN000002318,Credit Card,Approved,242.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002432,TXN000002319,Cash,Approved,301.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002433,TXN000002320,Mobile Pay,Approved,376.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002434,TXN000002321,Cash,Approved,424.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002435,TXN000002322,Cash,Declined,136.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002436,TXN000002323,credit card,Reversed,257.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002437,TXN000002324,Debit Card,approved ,328.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002438,TXN000002325,Cash,Approved,339.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002439,TXN000002326,Gift Card,Reversed,303.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002440,TXN000002327,credit card,Approved,477.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002441,TXN000002328,Cash,Approved,307.07,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002442,TXN000002329,Mobile Pay,Approved,442.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002443,TXN000002330,Credit Card,Approved,93.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002444,TXN000002331,Credit Card,Reversed,44.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002445,TXN000002332,credit card,Declined,67.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002446,TXN000002333,Cash,approved ,5.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000002447,TXN000002334,Cash,Approved,297.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
