event_id,shipment_id,event_ts,event_type,event_location,event_notes,_bronze_loaded_at_utc,_source_file
SE0000002135,SHP00000473,2026-02-26 14:30:00,Picked,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002136,SHP00000473,2026-02-25 23:30:00,Delivered,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002137,SHP00000474,2026-03-16 00:35:00,Delivered,Boston Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002138,SHP00000474,2026-03-16 21:35:00,Picked,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002139,SHP00000474,2026-03-16 12:35:00,Out for Delivery,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002140,SHP00000474,2026-03-17 09:35:00,Exception,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002141,SHP00000474,2026-03-20 12:35:00,Departed Warehouse,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002142,SHP00000474,2026-03-19 18:35:00,Arrived Hub,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002143,SHP00000475,2026-05-14 12:13:00,Out for Delivery,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002144,SHP00000475,2026-05-14 20:13:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002145,SHP00000475,2026-05-16 02:13:00,Arrived Hub,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002146,SHP00000475,2026-05-17 21:13:00,Exception,Vancouver DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002147,SHP00000475,2026-05-17 20:13:00,Picked,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002148,SHP00000475,2026-05-17 20:13:00,Departed Warehouse,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002149,SHP00000476,2026-01-29 02:43:00,Packed,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002150,SHP00000476,2026-01-29 10:43:00,Out for Delivery,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002151,SHP00000476,2026-01-30 10:43:00,Picked,Miami DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002152,SHP00000476,2026-02-01 14:43:00,Delivered,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002153,SHP00000477,2026-02-08 10:04:00,Picked,Monterrey Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002154,SHP00000477,2026-02-09 00:04:00,Out for Delivery,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002155,SHP00000477,2026-02-09 20:04:00,Arrived Hub,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002156,SHP00000477,2026-02-11 04:04:00,Departed Warehouse,Boston Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002157,SHP00000477,2026-02-10 02:04:00,Delivered,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002158,SHP00000478,2026-03-13 08:03:00,Picked,Miami Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002159,SHP00000478,2026-03-13 16:03:00,Exception,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002160,SHP00000478,2026-03-14 02:03:00,Departed Warehouse,Seattle Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002161,SHP00000478,2026-03-16 23:03:00,Packed,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002162,SHP00000478,2026-03-15 16:03:00,Out for Delivery,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002163,SHP00000478,2026-03-16 06:03:00,Arrived Hub,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002164,SHP00000479,2026-01-17 07:58:00,Exception,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002165,SHP00000479,2026-01-17 19:58:00,Arrived Hub,Seattle Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002166,SHP00000479,2026-01-19 07:58:00,Delivered,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002167,SHP00000479,2026-01-19 13:58:00,Out for Delivery,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002168,SHP00000480,2026-05-23 09:31:00,Delivered,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002169,SHP00000480,2026-05-23 17:31:00,Picked,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002170,SHP00000480,2026-05-24 09:31:00,Out for Delivery,Miami Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002171,SHP00000481,2026-01-28 16:26:00,Departed Warehouse,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002172,SHP00000481,2026-01-29 22:26:00,Out for Delivery,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002173,SHP00000481,2026-01-29 04:26:00,Delivered,Seattle Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002174,SHP00000481,2026-01-31 16:26:00,Arrived Hub,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002175,SHP00000482,2026-01-29 10:01:00,Exception,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002176,SHP00000482,2026-01-29 18:01:00,Arrived Hub,Denver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002177,SHP00000482,2026-01-31 10:01:00,Packed,Guadalajara Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002178,SHP00000482,2026-02-01 04:01:00,Out for Delivery,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002179,SHP00000482,2026-02-01 22:01:00,Departed Warehouse,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002180,SHP00000482,2026-02-03 10:01:00,Delivered,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002181,SHP00000483,2026-03-04 19:46:00,Picked,Vancouver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002182,SHP00000483,2026-03-05 13:46:00,Packed,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002183,SHP00000483,2026-03-06 19:46:00,Exception,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002184,SHP00000484,2026-01-14 23:01:00,Delivered,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002185,SHP00000484,2026-01-16 00:01:00,Out for Delivery,Denver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002186,SHP00000484,2026-01-15 17:01:00,Departed Warehouse,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002187,SHP00000484,2026-01-18 11:01:00,Packed,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002188,SHP00000484,2026-01-18 19:01:00,Exception,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002189,SHP00000485,2026-05-03 19:34:00,Picked,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002190,SHP00000485,2026-05-04 15:34:00,Delivered,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002191,SHP00000485,2026-05-05 13:34:00,Arrived Hub,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002192,SHP00000485,2026-05-07 07:34:00,Departed Warehouse,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002193,SHP00000485,2026-05-05 19:34:00,Exception,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002194,SHP00000486,2026-03-12 09:42:00,Exception,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002195,SHP00000486,2026-03-13 06:42:00,Arrived Hub,Boston Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002196,SHP00000486,2026-03-14 17:42:00,Delivered,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002197,SHP00000487,2026-05-31 10:21:00,Out for Delivery,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002198,SHP00000487,2026-05-31 20:21:00,Departed Warehouse,Guadalajara Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002199,SHP00000487,2026-05-31 22:21:00,Packed,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002200,SHP00000487,2026-06-02 16:21:00,Arrived Hub,Vancouver DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002201,SHP00000487,2026-06-04 14:21:00,Exception,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002202,SHP00000488,2026-01-19 01:18:00,Arrived Hub,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002203,SHP00000488,2026-01-19 11:18:00,Exception,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002204,SHP00000488,2026-01-21 05:18:00,Packed,Seattle Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002205,SHP00000488,2026-01-19 13:18:00,Out for Delivery,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002206,SHP00000488,2026-01-20 13:18:00,Departed Warehouse,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002207,SHP00000488,2026-01-23 20:18:00,Picked,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002208,SHP00000489,2026-05-29 15:36:00,Arrived Hub,Monterrey Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002209,SHP00000489,2026-05-30 16:36:00,Exception,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002210,SHP00000489,2026-05-31 11:36:00,Picked,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002211,SHP00000489,2026-05-31 06:36:00,Departed Warehouse,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002212,SHP00000489,2026-05-31 11:36:00,Delivered,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002213,SHP00000490,2026-06-07 06:33:00,Exception,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002214,SHP00000490,2026-06-07 19:33:00,Out for Delivery,Denver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002215,SHP00000490,2026-06-09 00:33:00,Picked,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002216,SHP00000490,2026-06-09 21:33:00,Departed Warehouse,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002217,SHP00000490,2026-06-07 22:33:00,Arrived Hub,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002218,SHP00000490,2026-06-09 03:33:00,Packed,Denver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002219,SHP00000491,2026-01-16 22:55:00,Exception,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002220,SHP00000491,2026-01-17 09:55:00,Out for Delivery,Guadalajara Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002221,SHP00000491,2026-01-18 22:55:00,Departed Warehouse,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002222,SHP00000491,2026-01-19 07:55:00,Packed,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002223,SHP00000491,2026-01-21 02:55:00,Arrived Hub,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002224,SHP00000491,2026-01-19 10:55:00,Delivered,Guadalajara Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002225,SHP00000492,2026-03-28 02:17:00,Delivered,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002226,SHP00000492,2026-03-28 18:17:00,Exception,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002227,SHP00000492,2026-03-30 06:17:00,Packed,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002228,SHP00000492,2026-03-29 17:17:00,Departed Warehouse,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002229,SHP00000492,2026-03-29 10:17:00,Arrived Hub,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002230,SHP00000493,2026-04-10 16:39:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002231,SHP00000493,2026-04-11 11:39:00,Exception,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002232,SHP00000493,2026-04-12 10:39:00,Arrived Hub,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002233,SHP00000493,2026-04-14 07:39:00,Delivered,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002234,SHP00000493,2026-04-15 08:39:00,Picked,Denver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002235,SHP00000494,2026-02-26 13:31:00,Exception,Boston Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002236,SHP00000494,2026-02-26 18:31:00,Picked,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002237,SHP00000494,2026-02-27 07:31:00,Packed,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002238,SHP00000495,2026-02-05 14:45:00,Departed Warehouse,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002239,SHP00000495,2026-02-06 10:45:00,Picked,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002240,SHP00000495,2026-02-05 22:45:00,Arrived Hub,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002241,SHP00000495,2026-02-06 02:45:00,Delivered,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002242,SHP00000496,2026-05-13 14:30:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002243,SHP00000496,2026-05-14 05:30:00,Exception,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002244,SHP00000496,2026-05-15 06:30:00,Departed Warehouse,Monterrey Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002245,SHP00000496,2026-05-15 17:30:00,Picked,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002246,SHP00000496,2026-05-18 10:30:00,Out for Delivery,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002247,SHP00000497,2026-05-22 18:32:00,Out for Delivery,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002248,SHP00000497,2026-05-22 23:32:00,Delivered,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002249,SHP00000497,2026-05-23 14:32:00,Arrived Hub,Miami Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002250,SHP00000497,2026-05-23 21:32:00,Picked,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002251,SHP00000497,2026-05-26 22:32:00,Packed,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002252,SHP00000498,2026-01-21 17:51:00,Delivered,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002253,SHP00000498,2026-01-22 09:51:00,Picked,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002254,SHP00000498,2026-01-23 11:51:00,Exception,Atlanta Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002255,SHP00000498,2026-01-24 23:51:00,Departed Warehouse,Monterrey Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002256,SHP00000498,2026-01-23 17:51:00,Packed,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002257,SHP00000499,2026-02-25 21:36:00,Out for Delivery,Denver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000002258,SHP00000499,2026-02-26 10:36:00,Arrived Hub,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
