invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status
INV400001179,SUB00001179,2026-04-01,2026-04-28,2026-05-16,66.26,17.54,8.77,4.87,97.44,Open
INV500001179,SUB00001179,2026-05-01,2026-05-28,2026-06-15,16.82,4.45,2.23,1.24,24.74,Cancelled
INV400001180,SUB00001180,2026-04-01,2026-04-28,2026-05-16,161.39,42.72,21.36,11.87,237.34,Past Due
INV500001180,SUB00001180,2026-05-01,2026-05-28,2026-06-15,48.66,12.88,6.44,3.58,71.56,Open
INV400001181,SUB00001181,2026-04-01,2026-04-28,2026-05-16,138.94,36.78,18.39,10.22,204.32,Past Due
INV500001181,SUB00001181,2026-05-01,2026-05-28,2026-06-15,53.74,14.23,7.11,3.95,79.04,open 
INV400001182,SUB00001182,2026-04-01,2026-04-28,2026-05-16,54.47,14.42,7.21,4.01,80.11,Paid
INV500001182,SUB00001182,2026-05-01,2026-05-28,2026-06-15,122.27,32.37,16.18,8.99,179.81,open 
INV400001183,SUB00001183,2026-04-01,2026-04-28,2026-05-16,124.43,32.94,16.47,9.15,182.98,Open
INV500001183,SUB00001183,2026-05-01,2026-05-28,2026-06-15,94.66,25.06,12.53,6.96,139.21,Cancelled
INV400001184,SUB00001184,2026-04-01,2026-04-28,2026-05-16,134.28,35.55,17.77,9.87,197.48,Cancelled
INV500001184,SUB00001184,2026-05-01,2026-05-28,2026-06-15,93.70,24.80,12.40,6.89,137.80,Cancelled
INV400001185,SUB00001185,2026-04-01,2026-04-28,2026-05-16,61.88,16.38,8.19,4.55,91.00,open 
INV500001185,SUB00001185,2026-05-01,2026-05-28,2026-06-15,148.60,39.34,19.67,10.93,218.53,Open
INV400001186,SUB00001186,2026-04-01,2026-04-28,2026-05-16,24.93,6.60,3.30,1.83,36.66,open 
INV500001186,SUB00001186,2026-05-01,2026-05-28,2026-06-15,42.83,11.34,5.67,3.15,62.98,Paid
INV400001187,SUB00001187,2026-04-01,2026-04-28,2026-05-16,16.94,4.48,2.24,1.25,24.91,Open
INV500001187,SUB00001187,2026-05-01,2026-05-28,2026-06-15,146.36,38.74,19.37,10.76,215.23,open 
INV400001188,SUB00001188,2026-04-01,2026-04-28,2026-05-16,73.00,19.32,9.66,5.37,107.36,Past Due
INV500001188,SUB00001188,2026-05-01,2026-05-28,2026-06-15,96.30,25.49,12.75,7.08,141.62,Paid
INV400001189,SUB00001189,2026-04-01,2026-04-28,2026-05-16,86.69,22.95,11.47,6.37,127.48,Past Due
INV500001189,SUB00001189,2026-05-01,2026-05-28,2026-06-15,79.48,21.04,10.52,5.84,116.88,Cancelled
INV400001190,SUB00001190,2026-04-01,2026-04-28,2026-05-16,110.02,29.12,14.56,8.09,161.80,Paid
INV500001190,SUB00001190,2026-05-01,2026-05-28,2026-06-15,35.18,9.31,4.66,2.59,51.74,Open
INV400001191,SUB00001191,2026-04-01,2026-04-28,2026-05-16,46.17,12.22,6.11,3.39,67.89,Past Due
INV500001191,SUB00001191,2026-05-01,2026-05-28,2026-06-15,46.47,12.30,6.15,3.42,68.34,open 
INV400001192,SUB00001192,2026-04-01,2026-04-28,2026-05-16,121.36,32.13,16.06,8.92,178.47,Open
INV500001192,SUB00001192,2026-05-01,2026-05-28,2026-06-15,115.45,30.56,15.28,8.49,169.77,Paid
INV400001193,SUB00001193,2026-04-01,2026-04-28,2026-05-16,128.59,34.04,17.02,9.46,189.10,Paid
INV500001193,SUB00001193,2026-05-01,2026-05-28,2026-06-15,110.94,29.37,14.68,8.16,163.15,Cancelled
INV400001194,SUB00001194,2026-04-01,2026-04-28,2026-05-16,93.87,24.85,12.42,6.90,138.05,Past Due
INV500001194,SUB00001194,2026-05-01,2026-05-28,2026-06-15,26.53,7.02,3.51,1.95,39.02,Past Due
INV400001195,SUB00001195,2026-04-01,2026-04-28,2026-05-16,56.47,14.95,7.47,4.15,83.05,Paid
INV500001195,SUB00001195,2026-05-01,2026-05-28,2026-06-15,161.21,42.67,21.34,11.85,237.08,Paid
INV400001196,SUB00001196,2026-04-01,2026-04-28,2026-05-16,140.03,37.07,18.53,10.30,205.92,Open
INV500001196,SUB00001196,2026-05-01,2026-05-28,2026-06-15,96.86,25.64,12.82,7.12,142.43,Cancelled
INV400001197,SUB00001197,2026-04-01,2026-04-28,2026-05-16,112.01,29.65,14.82,8.24,164.72,Cancelled
INV500001197,SUB00001197,2026-05-01,2026-05-28,2026-06-15,99.87,26.44,13.22,7.34,146.87,Past Due
INV400001198,SUB00001198,2026-04-01,2026-04-28,2026-05-16,19.02,5.04,2.52,1.40,27.97,Cancelled
INV500001198,SUB00001198,2026-05-01,2026-05-28,2026-06-15,31.95,8.46,4.23,2.35,46.98,open 
INV400001199,SUB00001199,2026-04-01,2026-04-28,2026-05-16,168.53,44.61,22.31,12.39,247.84,Cancelled
INV500001199,SUB00001199,2026-05-01,2026-05-28,2026-06-15,26.88,7.12,3.56,1.98,39.53,Open
INV400001200,SUB00001200,2026-04-01,2026-04-28,2026-05-16,68.91,18.24,9.12,5.07,101.33,Past Due
INV500001200,SUB00001200,2026-05-01,2026-05-28,2026-06-15,66.59,17.63,8.81,4.90,97.92,Paid
INV400001201,SUB00001201,2026-04-01,2026-04-28,2026-05-16,24.80,6.56,3.28,1.82,36.47,Paid
INV500001201,SUB00001201,2026-05-01,2026-05-28,2026-06-15,149.91,39.68,19.84,11.02,220.46,Cancelled
INV400001202,SUB00001202,2026-04-01,2026-04-28,2026-05-16,16.35,4.33,2.16,1.20,24.04,Open
INV500001202,SUB00001202,2026-05-01,2026-05-28,2026-06-15,146.92,38.89,19.45,10.80,216.06,open 
INV400001203,SUB00001203,2026-04-01,2026-04-28,2026-05-16,75.51,19.99,9.99,5.55,111.04,Cancelled
INV500001203,SUB00001203,2026-05-01,2026-05-28,2026-06-15,99.29,26.28,13.14,7.30,146.02,Paid
INV400001204,SUB00001204,2026-04-01,2026-04-28,2026-05-16,30.47,8.06,4.03,2.24,44.80,Cancelled
INV500001204,SUB00001204,2026-05-01,2026-05-28,2026-06-15,34.73,9.19,4.60,2.55,51.07,Cancelled
INV400001205,SUB00001205,2026-04-01,2026-04-28,2026-05-16,101.73,26.93,13.46,7.48,149.60,Paid
INV500001205,SUB00001205,2026-05-01,2026-05-28,2026-06-15,81.79,21.65,10.82,6.01,120.27,Past Due
INV400001206,SUB00001206,2026-04-01,2026-04-28,2026-05-16,29.63,7.84,3.92,2.18,43.57,Paid
INV500001206,SUB00001206,2026-05-01,2026-05-28,2026-06-15,168.28,44.54,22.27,12.37,247.47,Cancelled
INV400001207,SUB00001207,2026-04-01,2026-04-28,2026-05-16,154.13,40.80,20.40,11.33,226.65,Open
INV500001207,SUB00001207,2026-05-01,2026-05-28,2026-06-15,53.14,14.07,7.03,3.91,78.14,Open
INV400001208,SUB00001208,2026-04-01,2026-04-28,2026-05-16,144.68,38.30,19.15,10.64,212.77,open 
INV500001208,SUB00001208,2026-05-01,2026-05-28,2026-06-15,52.06,13.78,6.89,3.83,76.56,Open
INV400001209,SUB00001209,2026-04-01,2026-04-28,2026-05-16,106.69,28.24,14.12,7.84,156.89,Paid
INV500001209,SUB00001209,2026-05-01,2026-05-28,2026-06-15,122.17,32.34,16.17,8.98,179.66,Open
INV400001210,SUB00001210,2026-04-01,2026-04-28,2026-05-16,44.40,11.75,5.88,3.27,65.30,open 
INV500001210,SUB00001210,2026-05-01,2026-05-28,2026-06-15,17.12,4.53,2.27,1.26,25.18,open 
INV400001211,SUB00001211,2026-04-01,2026-04-28,2026-05-16,38.15,10.10,5.05,2.81,56.11,open 
INV500001211,SUB00001211,2026-05-01,2026-05-28,2026-06-15,82.08,21.73,10.86,6.04,120.71,Paid
INV400001212,SUB00001212,2026-04-01,2026-04-28,2026-05-16,170.11,45.03,22.51,12.51,250.16,Cancelled
INV500001212,SUB00001212,2026-05-01,2026-05-28,2026-06-15,134.56,35.62,17.81,9.89,197.88,Paid
INV400001213,SUB00001213,2026-04-01,2026-04-28,2026-05-16,42.03,11.13,5.56,3.09,61.81,Past Due
INV500001213,SUB00001213,2026-05-01,2026-05-28,2026-06-15,64.60,17.10,8.55,4.75,95.00,Past Due
INV400001214,SUB00001214,2026-04-01,2026-04-28,2026-05-16,62.51,16.55,8.27,4.60,91.93,open 
INV500001214,SUB00001214,2026-05-01,2026-05-28,2026-06-15,132.73,35.13,17.57,9.76,195.19,Cancelled
INV400001215,SUB00001215,2026-04-01,2026-04-28,2026-05-16,105.59,27.95,13.98,7.76,155.28,Past Due
INV500001215,SUB00001215,2026-05-01,2026-05-28,2026-06-15,108.74,28.78,14.39,8.00,159.91,Cancelled
INV400001216,SUB00001216,2026-04-01,2026-04-28,2026-05-16,51.69,13.68,6.84,3.80,76.01,Past Due
INV500001216,SUB00001216,2026-05-01,2026-05-28,2026-06-15,135.89,35.97,17.98,9.99,199.83,open 
INV400001217,SUB00001217,2026-04-01,2026-04-28,2026-05-16,21.14,5.60,2.80,1.55,31.09,Paid
INV500001217,SUB00001217,2026-05-01,2026-05-28,2026-06-15,111.78,29.59,14.79,8.22,164.38,Cancelled
INV400001218,SUB00001218,2026-04-01,2026-04-28,2026-05-16,121.87,32.26,16.13,8.96,179.22,Cancelled
INV500001218,SUB00001218,2026-05-01,2026-05-28,2026-06-15,109.54,29.00,14.50,8.05,161.08,Paid
INV400001219,SUB00001219,2026-04-01,2026-04-28,2026-05-16,25.28,6.69,3.35,1.86,bad,Past Due
INV500001219,SUB00001219,2026-05-01,2026-05-28,2026-06-15,50.90,13.47,6.74,3.74,74.86,Past Due
INV400001220,SUB00001220,2026-04-01,2026-04-28,2026-05-16,115.65,30.61,15.31,8.50,170.07,Past Due
INV500001220,SUB00001220,2026-05-01,2026-05-28,2026-06-15,103.61,27.43,13.71,7.62,152.37,Paid
INV400001221,SUB00001221,2026-04-01,2026-04-28,2026-05-16,114.76,30.38,15.19,8.44,168.76,open 
INV500001221,SUB00001221,2026-05-01,2026-05-28,2026-06-15,111.62,29.55,14.77,8.21,164.14,Cancelled
INV400001222,SUB00001222,2026-04-01,2026-04-28,2026-05-16,165.46,43.80,21.90,12.17,243.32,Past Due
INV500001222,SUB00001222,2026-05-01,2026-05-28,2026-06-15,144.64,38.29,19.14,10.64,212.71,Cancelled
INV400001223,SUB00001223,2026-04-01,2026-04-28,2026-05-16,94.47,25.01,12.50,6.95,138.92,open 
INV500001223,SUB00001223,2026-05-01,2026-05-28,2026-06-15,129.89,34.38,17.19,9.55,191.01,Cancelled
INV400001224,SUB00001224,2026-04-01,2026-04-28,2026-05-16,98.11,25.97,12.98,7.21,144.27,Past Due
INV500001224,SUB00001224,2026-05-01,2026-05-28,2026-06-15,80.68,21.36,10.68,5.93,118.65,Paid
INV400001225,SUB00001225,2026-04-01,2026-04-28,2026-05-16,18.13,4.80,2.40,1.33,26.66,Past Due
INV500001225,SUB00001225,2026-05-01,2026-05-28,2026-06-15,60.96,16.14,8.07,4.48,89.64,Past Due
INV400001226,SUB00001226,2026-04-01,2026-04-28,2026-05-16,90.02,23.83,11.91,6.62,132.38,Open
INV500001226,SUB00001226,2026-05-01,2026-05-28,2026-06-15,153.08,40.52,20.26,11.26,225.12,Past Due
INV400001227,SUB00001227,2026-04-01,2026-04-28,2026-05-16,127.27,33.69,16.84,9.36,187.16,Open
INV500001227,SUB00001227,2026-05-01,2026-05-28,2026-06-15,129.61,34.31,17.15,9.53,190.60,Cancelled
INV400001228,SUB00001228,2026-04-01,2026-04-28,2026-05-16,83.62,22.13,11.07,6.15,122.97,open 
INV500001228,SUB00001228,2026-05-01,2026-05-28,2026-06-15,155.40,41.13,20.57,11.43,228.53,Past Due
INV400001229,SUB00001229,2026-04-01,2026-04-28,2026-05-16,168.74,44.67,22.33,12.41,248.14,Cancelled
INV500001229,SUB00001229,2026-05-01,2026-05-28,2026-06-15,26.06,6.90,3.45,1.92,38.32,Cancelled
INV400001230,SUB00001230,2026-04-01,2026-04-28,2026-05-16,19.96,5.28,2.64,1.47,29.36,open 
INV500001230,SUB00001230,2026-05-01,2026-05-28,2026-06-15,60.05,15.90,7.95,4.42,88.31,Past Due
INV400001231,SUB00001231,2026-04-01,2026-04-28,2026-05-16,16.20,4.29,2.14,1.19,23.83,Paid
INV500001231,SUB00001231,2026-05-01,2026-05-28,2026-06-15,33.91,8.98,4.49,2.49,49.86,open 
INV400001232,SUB00001232,2026-04-01,2026-04-28,2026-05-16,38.61,10.22,5.11,2.84,56.78,Cancelled
INV500001232,SUB00001232,2026-05-01,2026-05-28,2026-06-15,134.95,35.72,17.86,9.92,198.46,open 
INV400001233,SUB00001233,2026-04-01,2026-04-28,2026-05-16,64.84,17.16,8.58,4.77,95.35,Past Due
INV500001233,SUB00001233,2026-05-01,2026-05-28,2026-06-15,157.09,41.58,20.79,11.55,231.01,open 
INV400001234,SUB00001234,2026-04-01,2026-04-28,2026-05-16,80.85,21.40,10.70,5.94,118.90,Cancelled
INV500001234,SUB00001234,2026-05-01,2026-05-28,2026-06-15,162.83,43.10,21.55,11.97,239.46,Past Due
INV400001235,SUB00001235,2026-04-01,2026-04-28,2026-05-16,126.19,33.40,16.70,9.28,185.57,Past Due
INV500001235,SUB00001235,2026-05-01,2026-05-28,2026-06-15,169.30,44.82,22.41,12.45,248.98,Cancelled
INV400001236,SUB00001236,2026-04-01,2026-04-28,2026-05-16,79.47,21.04,10.52,5.84,116.87,open 
INV500001236,SUB00001236,2026-05-01,2026-05-28,2026-06-15,105.24,27.86,13.93,7.74,154.76,open 
INV400001237,SUB00001237,2026-04-01,2026-04-28,2026-05-16,18.85,4.99,2.50,1.39,27.73,Open
INV500001237,SUB00001237,2026-05-01,2026-05-28,2026-06-15,97.35,25.77,12.88,7.16,143.16,Open
INV400001238,SUB00001238,2026-04-01,2026-04-28,2026-05-16,113.37,30.01,15.00,8.34,166.71,Cancelled
INV500001238,SUB00001238,2026-05-01,2026-05-28,2026-06-15,80.23,21.24,10.62,5.90,117.99,Paid
INV400001239,SUB00001239,2026-04-01,2026-04-28,2026-05-16,66.32,17.56,8.78,4.88,97.53,open 
INV500001239,SUB00001239,2026-05-01,2026-05-28,2026-06-15,143.89,38.09,19.04,10.58,211.60,Past Due
INV400001240,SUB00001240,2026-04-01,2026-04-28,2026-05-16,43.23,11.44,5.72,3.18,63.58,Cancelled
INV500001240,SUB00001240,2026-05-01,2026-05-28,2026-06-15,161.24,42.68,21.34,11.86,237.12,open 
INV400001241,SUB00001241,2026-04-01,2026-04-28,2026-05-16,15.75,4.17,2.08,1.16,23.17,Past Due
INV500001241,SUB00001241,2026-05-01,2026-05-28,2026-06-15,60.95,16.14,8.07,4.48,89.64,Paid
INV400001242,SUB00001242,2026-04-01,2026-04-28,2026-05-16,47.13,12.48,6.24,3.47,69.31,open 
INV500001242,SUB00001242,2026-05-01,2026-05-28,2026-06-15,33.76,8.94,4.47,2.48,49.64,Open
INV400001243,SUB00001243,2026-04-01,2026-04-28,2026-05-16,120.23,31.83,15.91,8.84,176.81,Cancelled
INV500001243,SUB00001243,2026-05-01,2026-05-28,2026-06-15,79.13,20.95,10.47,5.82,116.36,Past Due
INV400001244,SUB00001244,2026-04-01,2026-04-28,2026-05-16,84.45,22.35,11.18,6.21,124.19,Paid
INV500001244,SUB00001244,2026-05-01,2026-05-28,2026-06-15,147.64,39.08,19.54,10.86,217.12,Past Due
INV400001245,SUB00001245,2026-04-01,2026-04-28,2026-05-16,109.26,28.92,14.46,8.03,160.67,open 
INV500001245,SUB00001245,2026-05-01,2026-05-28,2026-06-15,174.40,46.17,23.08,12.82,256.47,Paid
INV400001246,SUB00001246,2026-04-01,2026-04-28,2026-05-16,17.55,4.65,2.32,1.29,25.81,Paid
INV500001246,SUB00001246,2026-05-01,2026-05-28,2026-06-15,73.42,19.43,9.72,5.40,107.97,Open
INV400001247,SUB00001247,2026-04-01,2026-04-28,2026-05-16,151.57,40.12,20.06,11.14,222.89,Open
INV500001247,SUB00001247,2026-05-01,2026-05-28,2026-06-15,24.46,6.47,3.24,1.80,35.97,open 
INV400001248,SUB00001248,2026-04-01,2026-04-28,2026-05-16,48.55,12.85,6.43,3.57,71.40,Open
INV500001248,SUB00001248,2026-05-01,2026-05-28,2026-06-15,50.23,13.30,6.65,3.69,73.87,Open
INV400001249,SUB00001249,2026-04-01,2026-04-28,2026-05-16,132.34,35.03,17.52,9.73,194.62,Cancelled
INV500001249,SUB00001249,2026-05-01,2026-05-28,2026-06-15,158.20,41.88,20.94,11.63,232.65,open 
INV400001250,SUB00001250,2026-04-01,2026-04-28,2026-05-16,101.68,26.92,13.46,7.48,149.53,Past Due
INV500001250,SUB00001250,2026-05-01,2026-05-28,2026-06-15,125.90,33.33,16.66,9.26,185.14,Past Due
INV400001251,SUB00001251,2026-04-01,2026-04-28,2026-05-16,153.97,40.76,20.38,11.32,226.42,Cancelled
INV500001251,SUB00001251,2026-05-01,2026-05-28,2026-06-15,174.64,46.23,23.11,12.84,256.82,open 
INV400001252,SUB00001252,2026-04-01,2026-04-28,2026-05-16,78.56,20.79,10.40,5.78,115.53,Cancelled
INV500001252,SUB00001252,2026-05-01,2026-05-28,2026-06-15,110.40,29.22,14.61,8.12,162.35,Paid
INV400001253,SUB00001253,2026-04-01,2026-04-28,2026-05-16,168.72,44.66,22.33,12.41,248.12,open 
INV500001253,SUB00001253,2026-05-01,2026-05-28,2026-06-15,74.80,19.80,9.90,5.50,110.00,open 
INV400001254,SUB00001254,2026-04-01,2026-04-28,2026-05-16,27.97,7.40,3.70,2.06,41.13,Past Due
INV500001254,SUB00001254,2026-05-01,2026-05-28,2026-06-15,47.70,12.63,6.31,3.51,70.15,Past Due
INV400001255,SUB00001255,2026-04-01,2026-04-28,2026-05-16,96.10,25.44,12.72,7.07,141.33,Past Due
INV500001255,SUB00001255,2026-05-01,2026-05-28,2026-06-15,86.00,22.76,11.38,6.32,126.46,Paid
INV400001256,SUB00001256,2026-04-01,2026-04-28,2026-05-16,72.36,19.15,9.58,5.32,106.41,open 
INV500001256,SUB00001256,2026-05-01,2026-05-28,2026-06-15,45.80,12.12,6.06,3.37,67.36,Paid
INV400001257,SUB00001257,2026-04-01,2026-04-28,2026-05-16,129.19,34.20,17.10,9.50,189.99,Paid
INV500001257,SUB00001257,2026-05-01,2026-05-28,2026-06-15,143.43,37.97,18.98,10.55,210.93,Past Due
INV400001258,SUB00001258,2026-04-01,2026-04-28,2026-05-16,154.01,40.77,20.38,11.32,226.48,open 
INV500001258,SUB00001258,2026-05-01,2026-05-28,2026-06-15,78.02,20.65,10.33,5.74,114.74,Paid
INV400001259,SUB00001259,2026-04-01,2026-04-28,2026-05-16,83.34,22.06,11.03,6.13,122.56,open 
INV500001259,SUB00001259,2026-05-01,2026-05-28,2026-06-15,59.23,15.68,7.84,4.35,87.10,Paid
INV400001260,SUB00001260,2026-04-01,2026-04-28,2026-05-16,136.47,36.12,18.06,10.03,200.69,Past Due
INV500001260,SUB00001260,2026-05-01,2026-05-28,2026-06-15,33.34,8.82,4.41,2.45,49.03,Cancelled
INV400001261,SUB00001261,2026-04-01,2026-04-28,2026-05-16,103.11,27.29,13.65,7.58,151.64,Cancelled
INV500001261,SUB00001261,2026-05-01,2026-05-28,2026-06-15,45.11,11.94,5.97,3.32,66.33,open 
INV400001262,SUB00001262,2026-04-01,2026-04-28,2026-05-16,164.85,43.64,21.82,12.12,242.43,Open
INV500001262,SUB00001262,2026-05-01,2026-05-28,2026-06-15,98.35,26.03,13.02,7.23,144.64,Cancelled
INV400001263,SUB00001263,2026-04-01,2026-04-28,2026-05-16,16.02,4.24,2.12,1.18,23.56,Paid
INV500001263,SUB00001263,2026-05-01,2026-05-28,2026-06-15,97.89,25.91,12.96,7.20,143.95,open 
INV400001264,SUB00001264,2026-04-01,2026-04-28,2026-05-16,107.82,28.54,14.27,7.93,158.56,Paid
INV500001264,SUB00001264,2026-05-01,2026-05-28,2026-06-15,32.89,8.70,4.35,2.42,48.36,Cancelled
INV400001265,SUB00001265,2026-04-01,2026-04-28,2026-05-16,145.59,38.54,19.27,10.71,214.10,Cancelled
INV500001265,SUB00001265,2026-05-01,2026-05-28,2026-06-15,117.93,31.22,15.61,8.67,173.42,Cancelled
INV400001266,SUB00001266,2026-04-01,2026-04-28,2026-05-16,60.80,16.10,8.05,4.47,89.42,Paid
INV500001266,SUB00001266,2026-05-01,2026-05-28,2026-06-15,22.39,5.93,2.96,1.65,32.92,Past Due
INV400001267,SUB00001267,2026-04-01,2026-04-28,2026-05-16,102.29,27.08,13.54,7.52,150.43,open 
INV500001267,SUB00001267,2026-05-01,2026-05-28,2026-06-15,30.81,8.15,4.08,2.27,45.30,Paid
INV400001268,SUB00001268,2026-04-01,2026-04-28,2026-05-16,128.09,33.91,16.95,9.42,188.37,Open
INV500001268,SUB00001268,2026-05-01,2026-05-28,2026-06-15,38.02,10.06,5.03,2.80,55.91,Cancelled
INV400001269,SUB00001269,2026-04-01,2026-04-28,2026-05-16,105.01,27.80,13.90,7.72,154.43,Cancelled
INV500001269,SUB00001269,2026-05-01,2026-05-28,2026-06-15,47.50,12.57,6.29,3.49,69.85,Open
INV400001270,SUB00001270,2026-04-01,2026-04-28,2026-05-16,65.07,17.23,8.61,4.78,95.70,open 
INV500001270,SUB00001270,2026-05-01,2026-05-28,2026-06-15,97.32,25.76,12.88,7.16,143.12,Open
INV400001271,SUB00001271,2026-04-01,2026-04-28,2026-05-16,24.21,6.41,3.20,1.78,35.60,Open
INV500001271,SUB00001271,2026-05-01,2026-05-28,2026-06-15,120.35,31.86,15.93,8.85,176.99,Paid
INV400001272,SUB00001272,2026-04-01,2026-04-28,2026-05-16,66.64,17.64,8.82,4.90,98.00,open 
INV500001272,SUB00001272,2026-05-01,2026-05-28,2026-06-15,45.12,11.94,5.97,3.32,66.35,open 
INV400001273,SUB00001273,2026-04-01,2026-04-28,2026-05-16,65.38,17.31,8.65,4.81,96.14,Paid
INV500001273,SUB00001273,2026-05-01,2026-05-28,2026-06-15,39.26,10.39,5.20,2.89,57.73,Open
INV400001274,SUB00001274,2026-04-01,2026-04-28,2026-05-16,127.62,33.78,16.89,9.38,187.67,open 
INV500001274,SUB00001274,2026-05-01,2026-05-28,2026-06-15,153.02,40.50,20.25,11.25,225.02,open 
INV400001275,SUB00001275,2026-04-01,2026-04-28,2026-05-16,51.39,13.60,6.80,3.78,75.58,Paid
INV500001275,SUB00001275,2026-05-01,2026-05-28,2026-06-15,63.07,16.70,8.35,4.64,92.75,Open
INV400001276,SUB00001276,2026-04-01,2026-04-28,2026-05-16,17.84,4.72,2.36,1.31,26.23,Cancelled
INV500001276,SUB00001276,2026-05-01,2026-05-28,2026-06-15,60.32,15.97,7.98,4.43,88.70,Paid
INV400001277,SUB00001277,2026-04-01,2026-04-28,2026-05-16,66.26,17.54,8.77,4.87,97.45,Open
INV500001277,SUB00001277,2026-05-01,2026-05-28,2026-06-15,159.03,42.10,21.05,11.69,233.87,Cancelled
INV400001278,SUB00001278,2026-04-01,2026-04-28,2026-05-16,98.96,26.20,13.10,7.28,145.53,Past Due
INV500001278,SUB00001278,2026-05-01,2026-05-28,2026-06-15,80.38,21.28,10.64,5.91,118.20,Cancelled
INV400001279,SUB00001279,2026-04-01,2026-04-28,2026-05-16,143.68,38.03,19.02,10.56,211.29,open 
INV500001279,SUB00001279,2026-05-01,2026-05-28,2026-06-15,42.95,11.37,5.68,3.16,63.16,open 
INV400001280,SUB00001280,2026-04-01,2026-04-28,2026-05-16,162.15,42.92,21.46,11.92,238.45,Cancelled
INV500001280,SUB00001280,2026-05-01,2026-05-28,2026-06-15,79.29,20.99,10.49,5.83,116.61,open 
INV400001281,SUB00001281,2026-04-01,2026-04-28,2026-05-16,173.61,45.96,22.98,12.77,255.31,Past Due
INV500001281,SUB00001281,2026-05-01,2026-05-28,2026-06-15,20.31,5.38,2.69,1.49,29.87,Cancelled
INV400001282,SUB00001282,2026-04-01,2026-04-28,2026-05-16,77.94,20.63,10.31,5.73,114.61,open 
INV500001282,SUB00001282,2026-05-01,2026-05-28,2026-06-15,61.69,16.33,8.16,4.54,90.72,Past Due
INV400001283,SUB00001283,2026-04-01,2026-04-28,2026-05-16,96.32,25.50,12.75,7.08,141.65,Cancelled
INV500001283,SUB00001283,2026-05-01,2026-05-28,2026-06-15,159.01,42.09,21.05,11.69,233.84,Past Due
INV400001284,SUB00001284,2026-04-01,2026-04-28,2026-05-16,29.54,7.82,3.91,2.17,43.44,Cancelled
INV500001284,SUB00001284,2026-05-01,2026-05-28,2026-06-15,45.76,12.11,6.06,3.36,67.30,Paid
INV400001285,SUB00001285,2026-04-01,2026-04-28,2026-05-16,26.87,7.11,3.56,1.98,39.52,Paid
INV500001285,SUB00001285,2026-05-01,2026-05-28,2026-06-15,114.23,30.24,15.12,8.40,167.98,Past Due
INV400001286,SUB00001286,2026-04-01,2026-04-28,2026-05-16,125.67,33.27,16.63,9.24,184.81,open 
INV500001286,SUB00001286,2026-05-01,2026-05-28,2026-06-15,149.17,39.48,19.74,10.97,219.36,open 
INV400001287,SUB00001287,2026-04-01,2026-04-28,2026-05-16,115.42,30.55,15.28,8.49,169.73,Past Due
INV500001287,SUB00001287,2026-05-01,2026-05-28,2026-06-15,94.21,24.94,12.47,6.93,138.55,open 
INV400001288,SUB00001288,2026-04-01,2026-04-28,2026-05-16,106.50,28.19,14.10,7.83,156.61,Open
INV500001288,SUB00001288,2026-05-01,2026-05-28,2026-06-15,106.17,28.10,14.05,7.81,156.14,Paid
INV400001289,SUB00001289,2026-04-01,2026-04-28,2026-05-16,162.47,43.01,21.50,11.95,238.92,Paid
INV500001289,SUB00001289,2026-05-01,2026-05-28,2026-06-15,27.67,7.32,3.66,2.03,40.69,Past Due
INV400001290,SUB00001290,2026-04-01,2026-04-28,2026-05-16,71.74,18.99,9.49,5.27,105.49,Paid
INV500001290,SUB00001290,2026-05-01,2026-05-28,2026-06-15,24.63,6.52,3.26,1.81,36.22,Past Due
INV400001291,SUB00001291,2026-04-01,2026-04-28,2026-05-16,80.84,21.40,10.70,5.94,118.88,Past Due
INV500001291,SUB00001291,2026-05-01,2026-05-28,2026-06-15,162.70,43.07,21.53,11.96,239.26,Open
INV400001292,SUB00001292,2026-04-01,2026-04-28,2026-05-16,113.57,30.06,15.03,8.35,167.01,Open
INV500001292,SUB00001292,2026-05-01,2026-05-28,2026-06-15,75.44,19.97,9.99,5.55,110.95,Cancelled
INV400001293,SUB00001293,2026-04-01,2026-04-28,2026-05-16,116.77,30.91,15.45,8.59,171.72,Open
INV500001293,SUB00001293,2026-05-01,2026-05-28,2026-06-15,120.03,31.77,15.89,8.83,176.52,open 
